cliente_id,cliente,dni,email,ciudad,pais,tienda,estado,cantidad_ventas,total_vendido
523,HARVEY GUAJARDO,40000523,HARVEY.GUAJARDO@sakilacustomer.org,Vinh,Vietnam,1,activo,22,93.78
415,GLENN PULLEN,40000415,GLENN.PULLEN@sakilacustomer.org,Amersfoort,Netherlands,1,activo,23,93.77
130,CHARLOTTE HUNTER,40000130,CHARLOTTE.HUNTER@sakilacustomer.org,Águas Lindas de Goiás,Brazil,1,activo,24,93.76
229,TAMARA NGUYEN,40000229,TAMARA.NGUYEN@sakilacustomer.org,Anápolis,Brazil,1,activo,25,93.75
235,JACKIE LYNCH,40000235,JACKIE.LYNCH@sakilacustomer.org,Buenaventura,Colombia,1,activo,25,93.75
377,HOWARD FORTNER,40000377,HOWARD.FORTNER@sakilacustomer.org,Kermanshah,Iran,1,activo,26,93.74
6,JENNIFER DAVIS,40000006,JENNIFER.DAVIS@sakilacustomer.org,Laredo,United States,2,activo,28,93.72
174,YVONNE WATKINS,40000174,YVONNE.WATKINS@sakilacustomer.org,Ocumare del Tuy,Venezuela,2,activo,21,92.79
301,ROBERT BAUGHMAN,40000301,ROBERT.BAUGHMAN@sakilacustomer.org,Kaliningrad,Russian Federation,2,activo,21,92.79
8,SUSAN WILSON,40000008,SUSAN.WILSON@sakilacustomer.org,Hamilton,New Zealand,2,activo,24,92.76
104,RITA GRAHAM,40000104,RITA.GRAHAM@sakilacustomer.org,Toulon,France,1,activo,24,92.76
188,MELANIE ARMSTRONG,40000188,MELANIE.ARMSTRONG@sakilacustomer.org,Bayugan,Philippines,1,activo,25,92.75
36,KATHLEEN ADAMS,40000036,KATHLEEN.ADAMS@sakilacustomer.org,Arak,Iran,2,activo,27,92.73
151,MEGAN PALMER,40000151,MEGAN.PALMER@sakilacustomer.org,Laiwu,China,2,activo,27,92.73
228,ALLISON STANLEY,40000228,ALLISON.STANLEY@sakilacustomer.org,Phnom Penh,Cambodia,2,activo,27,92.73
212,WILMA RICHARDS,40000212,WILMA.RICHARDS@sakilacustomer.org,Bellevue,United States,2,activo,20,91.8
33,ANNA HILL,40000033,ANNA.HILL@sakilacustomer.org,Alessandria,Italy,2,activo,21,91.79
222,DELORES HANSEN,40000222,DELORES.HANSEN@sakilacustomer.org,Jaroslavl,Russian Federation,2,activo,21,91.79
399,DANNY ISOM,40000399,DANNY.ISOM@sakilacustomer.org,Okara,Pakistan,1,activo,21,91.79
18,CAROL GARCIA,40000018,CAROL.GARCIA@sakilacustomer.org,Kaduna,Nigeria,2,activo,22,91.78
325,TIMOTHY BUNN,40000325,TIMOTHY.BUNN@sakilacustomer.org,Brasília,Brazil,1,activo,22,91.78
93,PHYLLIS FOSTER,40000093,PHYLLIS.FOSTER@sakilacustomer.org,Zalantun,China,1,activo,23,91.77
392,SEAN DOUGLASS,40000392,SEAN.DOUGLASS@sakilacustomer.org,Addis Abeba,Ethiopia,2,activo,23,91.77
99,EMILY DIAZ,40000099,EMILY.DIAZ@sakilacustomer.org,Kimchon,South Korea,2,activo,24,91.76
382,VICTOR BARKLEY,40000382,VICTOR.BARKLEY@sakilacustomer.org,Manchester,United States,2,activo,24,91.76
564,BOB PFEIFFER,40000564,BOB.PFEIFFER@sakilacustomer.org,Xintai,China,2,activo,24,91.76
435,RICKY SHELBY,40000435,RICKY.SHELBY@sakilacustomer.org,Junan,China,2,activo,25,91.75
463,DARRELL POWER,40000463,DARRELL.POWER@sakilacustomer.org,Halifax,Canada,2,activo,25,91.75
208,LUCY WHEELER,40000208,LUCY.WHEELER@sakilacustomer.org,Balurghat,India,1,activo,26,91.74
215,JESSIE BANKS,40000215,JESSIE.BANKS@sakilacustomer.org,Stara Zagora,Bulgaria,2,activo,26,91.74
115,WENDY HARRISON,40000115,WENDY.HARRISON@sakilacustomer.org,Nezahualcóyotl,Mexico,1,activo,30,91.7
552,HUGH WALDROP,40000552,HUGH.WALDROP@sakilacustomer.org,Haining,China,2,activo,21,90.79
539,MATHEW BOLIN,40000539,MATHEW.BOLIN@sakilacustomer.org,Valencia,Venezuela,1,activo,22,90.78
184,VIVIAN RUIZ,40000184,VIVIAN.RUIZ@sakilacustomer.org,´s-Hertogenbosch,Netherlands,1,activo,23,90.77
328,JEFFREY SPEAR,40000328,JEFFREY.SPEAR@sakilacustomer.org,Ciparay,Indonesia,2,activo,23,90.77
501,RUBEN GEARY,40000501,RUBEN.GEARY@sakilacustomer.org,Lublin,Poland,1,activo,21,89.79
545,JULIO NOLAND,40000545,JULIO.NOLAND@sakilacustomer.org,Konotop,Ukraine,2,activo,21,89.79
143,LESLIE GORDON,40000143,LESLIE.GORDON@sakilacustomer.org,Kilis,Turkey,1,activo,22,89.78
9,MARGARET MOORE,40000009,MARGARET.MOORE@sakilacustomer.org,Masqat,Oman,2,activo,23,89.77
233,LILLIE KIM,40000233,LILLIE.KIM@sakilacustomer.org,Idfu,Egypt,2,activo,23,89.77
313,DONALD MAHON,40000313,DONALD.MAHON@sakilacustomer.org,Ezhou,China,2,activo,23,89.77
34,REBECCA SCOTT,40000034,REBECCA.SCOTT@sakilacustomer.org,Kurashiki,Japan,2,activo,24,89.76
351,JACK FOUST,40000351,JACK.FOUST@sakilacustomer.org,Zeleznogorsk,Russian Federation,1,activo,24,89.76
384,ERNEST STEPP,40000384,ERNEST.STEPP@sakilacustomer.org,Huai´an,China,2,activo,25,89.75
419,CHAD CARBONE,40000419,CHAD.CARBONE@sakilacustomer.org,Katihar,India,1,activo,25,89.75
357,KEITH RICO,40000357,KEITH.RICO@sakilacustomer.org,Bratislava,Slovakia,1,activo,26,89.74
450,JAY ROBB,40000450,JAY.ROBB@sakilacustomer.org,Surakarta,Indonesia,1,activo,26,89.74
483,VERNON CHAPA,40000483,VERNON.CHAPA@sakilacustomer.org,Denizli,Turkey,2,activo,18,88.82
203,TARA RYAN,40000203,TARA.RYAN@sakilacustomer.org,Gorontalo,Indonesia,1,activo,20,88.8
496,TYLER WREN,40000496,TYLER.WREN@sakilacustomer.org,Rizhao,China,2,activo,21,88.79
440,BERNARD COLBY,40000440,BERNARD.COLBY@sakilacustomer.org,Dhule (Dhulia),India,1,activo,22,88.78
534,CHRISTIAN JUNG,40000534,CHRISTIAN.JUNG@sakilacustomer.org,Amroha,India,1,inactivo,24,88.76
369,FRED WHEAT,40000369,FRED.WHEAT@sakilacustomer.org,Juárez,Mexico,2,activo,25,88.75
278,BILLIE HORTON,40000278,BILLIE.HORTON@sakilacustomer.org,Inegöl,Turkey,2,activo,26,88.74
194,KRISTEN CHAVEZ,40000194,KRISTEN.CHAVEZ@sakilacustomer.org,Hino,Japan,2,activo,18,87.82
524,JARED ELY,40000524,JARED.ELY@sakilacustomer.org,Purwakarta,Indonesia,1,activo,19,87.81
88,BONNIE HUGHES,40000088,BONNIE.HUGHES@sakilacustomer.org,Cheju,South Korea,2,activo,21,87.79
226,MAUREEN LITTLE,40000226,MAUREEN.LITTLE@sakilacustomer.org,Asunción,Paraguay,2,activo,21,87.79
85,ANNE POWELL,40000085,ANNE.POWELL@sakilacustomer.org,Bradford,United Kingdom,2,activo,23,87.77
227,COLLEEN BURTON,40000227,COLLEEN.BURTON@sakilacustomer.org,Saarbrücken,Germany,1,activo,24,87.76
455,JON WILES,40000455,JON.WILES@sakilacustomer.org,El Alto,Bolivia,2,activo,24,87.76
195,VANESSA SIMS,40000195,VANESSA.SIMS@sakilacustomer.org,Siegen,Germany,1,activo,19,86.81
478,LEWIS LYMAN,40000478,LEWIS.LYMAN@sakilacustomer.org,Ashqelon,Israel,1,activo,19,86.81
165,LORRAINE STEPHENS,40000165,LORRAINE.STEPHENS@sakilacustomer.org,Hami,China,2,activo,21,86.79
283,FELICIA SUTTON,40000283,FELICIA.SUTTON@sakilacustomer.org,Korla,China,1,activo,28,86.72
567,ALFREDO MCADAMS,40000567,ALFREDO.MCADAMS@sakilacustomer.org,Serpuhov,Russian Federation,2,activo,20,85.8
412,ALLEN BUTTERFIELD,40000412,ALLEN.BUTTERFIELD@sakilacustomer.org,Hoshiarpur,India,2,activo,21,85.79
315,KENNETH GOODEN,40000315,KENNETH.GOODEN@sakilacustomer.org,Bat Yam,Israel,2,inactivo,17,84.83
79,RACHEL BARNES,40000079,RACHEL.BARNES@sakilacustomer.org,Kamakura,Japan,1,activo,22,84.78
394,CHRIS BROTHERS,40000394,CHRIS.BROTHERS@sakilacustomer.org,Gijón,Spain,2,activo,22,84.78
62,JOAN COOPER,40000062,JOAN.COOPER@sakilacustomer.org,Saint Louis,United States,1,activo,23,84.77
185,ROBERTA HARPER,40000185,ROBERTA.HARPER@sakilacustomer.org,Shahr-e Kord,Iran,1,activo,23,84.77
140,EVA RAMOS,40000140,EVA.RAMOS@sakilacustomer.org,Clarksville,United States,1,activo,18,83.82
599,AUSTIN CINTRON,40000599,AUSTIN.CINTRON@sakilacustomer.org,Tieli,China,2,activo,19,83.81
152,ALICIA MILLS,40000152,ALICIA.MILLS@sakilacustomer.org,Nagaon,India,1,activo,21,83.79
556,ARMANDO GRUBER,40000556,ARMANDO.GRUBER@sakilacustomer.org,Southport,United Kingdom,2,activo,21,83.79
598,WADE DELVALLE,40000598,WADE.DELVALLE@sakilacustomer.org,Lausanne,Switzerland,1,activo,22,83.78
118,KIM CRUZ,40000118,KIM.CRUZ@sakilacustomer.org,Grand Prairie,United States,1,activo,21,82.79
543,LANCE PEMBERTON,40000543,LANCE.PEMBERTON@sakilacustomer.org,Beni-Mellal,Morocco,1,activo,22,82.78
243,LYDIA BURKE,40000243,LYDIA.BURKE@sakilacustomer.org,San Miguel de Tucumán,Argentina,1,activo,24,82.76
4,BARBARA JONES,40000004,BARBARA.JONES@sakilacustomer.org,Myingyan,Myanmar,2,activo,22,81.78
527,CORY MEEHAN,40000527,CORY.MEEHAN@sakilacustomer.org,Mogiljov,Belarus,1,activo,24,81.76
223,MELINDA FERNANDEZ,40000223,MELINDA.FERNANDEZ@sakilacustomer.org,Mandi Bahauddin,Pakistan,1,activo,17,80.83
70,CHRISTINA RAMIREZ,40000070,CHRISTINA.RAMIREZ@sakilacustomer.org,al-Hawiya,Saudi Arabia,2,activo,18,80.82
205,EILEEN CARR,40000205,EILEEN.CARR@sakilacustomer.org,Ciudad del Este,Paraguay,2,activo,18,80.82
358,SAMUEL MARLOW,40000358,SAMUEL.MARLOW@sakilacustomer.org,Ranchi,India,2,activo,21,80.79
521,ROLAND SOUTH,40000521,ROLAND.SOUTH@sakilacustomer.org,Yingkou,China,2,activo,23,80.77
288,BOBBIE CRAIG,40000288,BOBBIE.CRAIG@sakilacustomer.org,Valle de Santiago,Mexico,1,activo,24,80.76
411,NORMAN CURRIER,40000411,NORMAN.CURRIER@sakilacustomer.org,Cianjur,Indonesia,1,activo,26,80.74
548,ALLAN CORNISH,40000548,ALLAN.CORNISH@sakilacustomer.org,Tarlac,Philippines,1,activo,19,79.81
402,LUIS YANEZ,40000402,LUIS.YANEZ@sakilacustomer.org,Brest,France,1,activo,20,79.8
94,NORMA GONZALES,40000094,NORMA.GONZALES@sakilacustomer.org,Bislig,Philippines,1,activo,21,79.79
420,JACOB LANCE,40000420,JACOB.LANCE@sakilacustomer.org,El Monte,United States,1,activo,21,79.79
430,RAY HOULE,40000430,RAY.HOULE@sakilacustomer.org,Dzerzinsk,Russian Federation,1,activo,22,79.78
398,ANTONIO MEEK,40000398,ANTONIO.MEEK@sakilacustomer.org,Bagé,Brazil,1,activo,16,78.84
428,HERBERT KRUGER,40000428,HERBERT.KRUGER@sakilacustomer.org,Syktyvkar,Russian Federation,2,activo,20,78.8
335,GREGORY MAULDIN,40000335,GREGORY.MAULDIN@sakilacustomer.org,Sousse,Tunisia,1,activo,23,78.77
95,PAULA BRYANT,40000095,PAULA.BRYANT@sakilacustomer.org,Pathankot,India,2,activo,18,77.82
549,NELSON CHRISTENSON,40000549,NELSON.CHRISTENSON@sakilacustomer.org,Santiago de Compostela,Spain,1,activo,20,77.8
76,IRENE PRICE,40000076,IRENE.PRICE@sakilacustomer.org,Pavlodar,Kazakstan,2,activo,23,77.77
48,ANN EVANS,40000048,ANN.EVANS@sakilacustomer.org,Niznekamsk,Russian Federation,1,activo,17,76.83
224,PEARL GARZA,40000224,PEARL.GARZA@sakilacustomer.org,Jodhpur,India,2,activo,22,76.78
183,IDA ANDREWS,40000183,IDA.ANDREWS@sakilacustomer.org,Luziânia,Brazil,2,activo,23,76.77
530,DARRYL ASHCRAFT,40000530,DARRYL.ASHCRAFT@sakilacustomer.org,Ezeiza,Argentina,2,activo,23,76.77
413,MARVIN YEE,40000413,MARVIN.YEE@sakilacustomer.org,Berhampore (Baharampur),India,2,activo,21,75.79
555,DWIGHT LOMBARDI,40000555,DWIGHT.LOMBARDI@sakilacustomer.org,Chatsworth,South Africa,1,activo,17,74.83
525,ADRIAN CLARY,40000525,ADRIAN.CLARY@sakilacustomer.org,Udine,Italy,2,activo,19,74.81
191,JEANETTE GREENE,40000191,JEANETTE.GREENE@sakilacustomer.org,Novotšerkassk,Russian Federation,1,activo,20,74.8
514,FRANKLIN TROUTMAN,40000514,FRANKLIN.TROUTMAN@sakilacustomer.org,Zaoyang,China,2,activo,22,74.78
464,JEROME KENYON,40000464,JEROME.KENYON@sakilacustomer.org,Rancagua,Chile,1,activo,16,73.84
124,SHEILA WELLS,40000124,SHEILA.WELLS@sakilacustomer.org,Kütahya,Turkey,1,inactivo,18,73.82
344,HENRY BILLINGSLEY,40000344,HENRY.BILLINGSLEY@sakilacustomer.org,Nuku´alofa,Tonga,1,activo,18,73.82
250,JO FOWLER,40000250,JO.FOWLER@sakilacustomer.org,Oyo,Nigeria,2,activo,20,73.8
401,TONY CARRANZA,40000401,TONY.CARRANZA@sakilacustomer.org,Koriyama,Japan,2,activo,21,73.79
350,JUAN FRALEY,40000350,JUAN.FRALEY@sakilacustomer.org,Tšeboksary,Russian Federation,1,activo,23,73.77
557,FELIX GAFFNEY,40000557,FELIX.GAFFNEY@sakilacustomer.org,Vilnius,Lithuania,1,activo,24,73.76
353,JONATHAN SCARBOROUGH,40000353,JONATHAN.SCARBOROUGH@sakilacustomer.org,Pachuca de Soto,Mexico,1,activo,18,72.82
355,TERRY GRISSOM,40000355,TERRY.GRISSOM@sakilacustomer.org,Matsue,Japan,2,activo,20,72.8
117,EDITH MCDONALD,40000117,EDITH.MCDONALD@sakilacustomer.org,Gandhinagar,India,1,activo,19,71.81
378,EUGENE CULPEPPER,40000378,EUGENE.CULPEPPER@sakilacustomer.org,Shenzhen,China,1,activo,19,71.81
162,LAUREN HUDSON,40000162,LAUREN.HUDSON@sakilacustomer.org,Le Mans,France,2,activo,20,71.8
320,ANTHONY SCHWAB,40000320,ANTHONY.SCHWAB@sakilacustomer.org,Tafuna,American Samoa,2,activo,20,71.8
177,SAMANTHA DUNCAN,40000177,SAMANTHA.DUNCAN@sakilacustomer.org,Matamoros,Mexico,2,activo,23,71.77
255,IRMA PEARSON,40000255,IRMA.PEARSON@sakilacustomer.org,Hagonoy,Philippines,2,activo,18,70.82
370,WAYNE TRUONG,40000370,WAYNE.TRUONG@sakilacustomer.org,Gulbarga,India,2,activo,19,70.81
465,FLOYD GANDY,40000465,FLOYD.GANDY@sakilacustomer.org,Zapopan,Mexico,1,activo,17,69.83
271,PENNY NEAL,40000271,PENNY.NEAL@sakilacustomer.org,Kumbakonam,India,1,inactivo,18,68.82
159,JILL HAWKINS,40000159,JILL.HAWKINS@sakilacustomer.org,Linz,Austria,1,activo,21,68.79
218,VERA MCCOY,40000218,VERA.MCCOY@sakilacustomer.org,Kabul,Afghanistan,1,activo,18,67.82
164,JOANN GARDNER,40000164,JOANN.GARDNER@sakilacustomer.org,Tarsus,Turkey,2,activo,16,66.84
458,LLOYD DOWD,40000458,LLOYD.DOWD@sakilacustomer.org,Tegal,Indonesia,1,activo,19,66.81
568,ALBERTO HENNING,40000568,ALBERTO.HENNING@sakilacustomer.org,Barcelona,Venezuela,2,activo,21,66.79
492,LESTER KRAUS,40000492,LESTER.KRAUS@sakilacustomer.org,Kanchrapara,India,2,activo,16,65.84
586,KIRK STCLAIR,40000586,KIRK.STCLAIR@sakilacustomer.org,Tsaotun,Taiwan,1,activo,19,64.81
252,MATTIE HOFFMAN,40000252,MATTIE.HOFFMAN@sakilacustomer.org,London,United Kingdom,2,activo,22,64.78
136,ANITA MORALES,40000136,ANITA.MORALES@sakilacustomer.org,Hubli-Dharwad,India,2,activo,15,62.85
110,TIFFANY JORDAN,40000110,TIFFANY.JORDAN@sakilacustomer.org,Enshi,China,2,activo,14,59.86
61,KATHERINE RIVERA,40000061,KATHERINE.RIVERA@sakilacustomer.org,Basel,Switzerland,2,activo,14,58.86
97,ANNIE RUSSELL,40000097,ANNIE.RUSSELL@sakilacustomer.org,Tete,Mozambique,2,activo,18,58.82
395,JOHNNY TURPIN,40000395,JOHNNY.TURPIN@sakilacustomer.org,al-Qadarif,Sudan,2,activo,19,57.81
318,BRIAN WYMAN,40000318,BRIAN.WYMAN@sakilacustomer.org,Bydgoszcz,Poland,1,activo,12,52.88
281,LEONA OBRIEN,40000281,LEONA.OBRIEN@sakilacustomer.org,Fuzhou,China,2,activo,14,50.86
248,CAROLINE BOWMAN,40000248,CAROLINE.BOWMAN@sakilacustomer.org,Tallahassee,United States,1,activo,15,50.85
